Label,ID,PIXEL_NUMBER,RED,GREEN,BLUE
Class_2,Class_2_22.csv,22,1,13,1
Class_2,Class_2_22.csv,23,0,11,0
Class_2,Class_2_22.csv,24,1,10,0
Class_2,Class_2_22.csv,25,2,12,2
Class_2,Class_2_22.csv,26,2,12,2
Class_2,Class_2_22.csv,27,1,11,2
Class_2,Class_2_22.csv,28,1,11,2
Class_2,Class_2_22.csv,29,3,12,3
Class_2,Class_2_22.csv,30,0,12,0
Class_2,Class_2_22.csv,31,0,13,0
Class_2,Class_2_22.csv,32,1,13,1
Class_2,Class_2_22.csv,33,1,12,1
Class_2,Class_2_22.csv,34,0,10,0
Class_2,Class_2_22.csv,35,1,11,1
Class_2,Class_2_22.csv,36,3,13,3
Class_2,Class_2_22.csv,37,1,11,1
Class_2,Class_2_22.csv,38,2,11,2
Class_2,Class_2_22.csv,39,2,12,3
Class_2,Class_2_22.csv,40,0,14,0
Class_2,Class_2_22.csv,41,1,15,1
Class_2,Class_2_22.csv,42,0,11,0
Class_2,Class_2_22.csv,43,0,11,0
Class_2,Class_2_22.csv,44,0,12,0
Class_2,Class_2_22.csv,45,0,12,0
Class_2,Class_2_22.csv,46,0,11,0
Class_2,Class_2_22.csv,47,2,14,2
Class_2,Class_2_22.csv,48,0,12,0
Class_2,Class_2_22.csv,49,0,11,0
Class_2,Class_2_22.csv,50,0,14,0
Class_2,Class_2_22.csv,51,1,14,0
Class_2,Class_2_22.csv,52,0,13,0
Class_2,Class_2_22.csv,53,2,14,1
Class_2,Class_2_22.csv,54,2,14,1
Class_2,Class_2_22.csv,55,3,15,2
Class_2,Class_2_22.csv,56,0,10,0
Class_2,Class_2_22.csv,57,0,13,0
Class_2,Class_2_22.csv,58,0,12,0
Class_2,Class_2_22.csv,59,0,13,0
Class_2,Class_2_22.csv,60,0,10,0
Class_2,Class_2_22.csv,61,2,12,1
Class_2,Class_2_22.csv,62,0,8,0
Class_2,Class_2_22.csv,63,3,11,1
Class_2,Class_2_22.csv,64,0,8,0
Class_2,Class_2_22.csv,65,1,10,0
Class_2,Class_2_22.csv,66,3,13,2
Class_2,Class_2_22.csv,67,0,11,0
Class_2,Class_2_22.csv,68,0,11,0
Class_2,Class_2_22.csv,69,0,11,0
Class_2,Class_2_22.csv,70,2,10,2
Class_2,Class_2_22.csv,71,4,11,4
Class_2,Class_2_22.csv,72,4,11,3
Class_2,Class_2_22.csv,73,5,12,4
Class_2,Class_2_22.csv,74,3,10,2
Class_2,Class_2_22.csv,75,4,12,2
Class_2,Class_2_22.csv,76,2,12,2
Class_2,Class_2_22.csv,77,0,9,0
Class_2,Class_2_22.csv,78,1,13,1
Class_2,Class_2_22.csv,79,1,13,1
Class_2,Class_2_22.csv,80,0,9,3
Class_2,Class_2_22.csv,81,2,11,5
Class_2,Class_2_22.csv,82,4,11,5
Class_2,Class_2_22.csv,83,3,10,4
Class_2,Class_2_22.csv,84,3,11,4
Class_2,Class_2_22.csv,85,1,10,2
Class_2,Class_2_22.csv,86,0,9,0
Class_2,Class_2_22.csv,87,0,11,0
Class_2,Class_2_22.csv,88,2,14,3
Class_2,Class_2_22.csv,89,0,12,1
Class_2,Class_2_22.csv,90,1,10,5
Class_2,Class_2_22.csv,91,1,10,5
Class_2,Class_2_22.csv,92,4,12,7
Class_2,Class_2_22.csv,93,1,9,3
Class_2,Class_2_22.csv,94,6,14,7
Class_2,Class_2_22.csv,95,1,10,2
Class_2,Class_2_22.csv,96,0,10,2
Class_2,Class_2_22.csv,97,0,11,2
Class_2,Class_2_22.csv,98,0,12,1
Class_2,Class_2_22.csv,99,0,10,0
Class_2,Class_2_23.csv,0,1,12,2
Class_2,Class_2_23.csv,1,2,13,2
Class_2,Class_2_23.csv,2,0,10,0
Class_2,Class_2_23.csv,3,1,12,0
Class_2,Class_2_23.csv,4,0,11,0
Class_2,Class_2_23.csv,5,1,13,1
Class_2,Class_2_23.csv,6,0,11,0
Class_2,Class_2_23.csv,7,2,14,0
Class_2,Class_2_23.csv,8,1,14,1
Class_2,Class_2_23.csv,9,0,12,0
Class_2,Class_2_23.csv,10,0,10,0
Class_2,Class_2_23.csv,11,0,10,0
Class_2,Class_2_23.csv,12,0,11,0
Class_2,Class_2_23.csv,13,2,13,0
Class_2,Class_2_23.csv,14,0,12,1
Class_2,Class_2_23.csv,15,2,14,2
Class_2,Class_2_23.csv,16,2,14,1
Class_2,Class_2_23.csv,17,0,12,0
Class_2,Class_2_23.csv,18,0,13,0
Class_2,Class_2_23.csv,19,0,13,0
Class_2,Class_2_23.csv,20,0,12,3
Class_2,Class_2_23.csv,21,0,12,2
Class_2,Class_2_23.csv,22,2,13,2
Class_2,Class_2_23.csv,23,1,12,1
Class_2,Class_2_23.csv,24,0,12,0
Class_2,Class_2_23.csv,25,0,11,0
Class_2,Class_2_23.csv,26,1,13,0
Class_2,Class_2_23.csv,27,0,12,0
Class_2,Class_2_23.csv,28,0,13,0
Class_2,Class_2_23.csv,29,0,14,0
Class_2,Class_2_23.csv,30,1,13,3
Class_2,Class_2_23.csv,31,0,12,2
Class_2,Class_2_23.csv,32,0,12,0
Class_2,Class_2_23.csv,33,1,12,1
Class_2,Class_2_23.csv,34,3,15,4
Class_2,Class_2_23.csv,35,1,12,2
Class_2,Class_2_23.csv,36,0,11,0
Class_2,Class_2_23.csv,37,0,11,0
Class_2,Class_2_23.csv,38,0,11,0
Class_2,Class_2_23.csv,39,0,13,0
Class_2,Class_2_23.csv,40,0,12,0
Class_2,Class_2_23.csv,41,1,13,2
Class_2,Class_2_23.csv,42,2,13,2
Class_2,Class_2_23.csv,43,2,13,2
Class_2,Class_2_23.csv,44,0,12,2
Class_2,Class_2_23.csv,45,0,10,1
Class_2,Class_2_23.csv,46,1,10,1
Class_2,Class_2_23.csv,47,5,13,4
Class_2,Class_2_23.csv,48,3,12,4
Class_2,Class_2_23.csv,49,2,12,3
Class_2,Class_2_23.csv,50,1,14,2
Class_2,Class_2_23.csv,51,2,14,2
Class_2,Class_2_23.csv,52,2,13,1
Class_2,Class_2_23.csv,53,1,12,1
Class_2,Class_2_23.csv,54,0,8,0
Class_2,Class_2_23.csv,55,0,10,0
Class_2,Class_2_23.csv,56,2,11,2
Class_2,Class_2_23.csv,57,3,11,2
Class_2,Class_2_23.csv,58,2,11,2
Class_2,Class_2_23.csv,59,0,10,1
Class_2,Class_2_23.csv,60,0,11,0
Class_2,Class_2_23.csv,61,2,13,1
Class_2,Class_2_23.csv,62,3,13,2
Class_2,Class_2_23.csv,63,3,12,1
Class_2,Class_2_23.csv,64,0,9,0
Class_2,Class_2_23.csv,65,1,11,0
Class_2,Class_2_23.csv,66,2,12,1
Class_2,Class_2_23.csv,67,1,11,0
Class_2,Class_2_23.csv,68,3,14,2
Class_2,Class_2_23.csv,69,1,14,1
Class_2,Class_2_23.csv,70,2,12,1
Class_2,Class_2_23.csv,71,3,13,1
Class_2,Class_2_23.csv,72,1,10,0
Class_2,Class_2_23.csv,73,1,10,0
Class_2,Class_2_23.csv,74,2,12,1
Class_2,Class_2_23.csv,75,4,14,3
Class_2,Class_2_23.csv,76,3,13,2
Class_2,Class_2_23.csv,77,3,13,2
Class_2,Class_2_23.csv,78,0,13,0
Class_2,Class_2_23.csv,79,0,13,0
Class_2,Class_2_23.csv,80,1,12,0
Class_2,Class_2_23.csv,81,2,12,0
Class_2,Class_2_23.csv,82,2,11,1
Class_2,Class_2_23.csv,83,0,9,0
Class_2,Class_2_23.csv,84,3,13,1
Class_2,Class_2_23.csv,85,1,11,0
Class_2,Class_2_23.csv,86,2,11,2
Class_2,Class_2_23.csv,87,0,6,0
Class_2,Class_2_23.csv,88,0,11,0
Class_2,Class_2_23.csv,89,0,13,0
Class_2,Class_2_23.csv,90,0,10,0
Class_2,Class_2_23.csv,91,3,13,1
Class_2,Class_2_23.csv,92,2,12,1
Class_2,Class_2_23.csv,93,4,13,3
Class_2,Class_2_23.csv,94,1,11,0
Class_2,Class_2_23.csv,95,1,11,0
Class_2,Class_2_23.csv,96,1,10,1
Class_2,Class_2_23.csv,97,0,9,0
Class_2,Class_2_23.csv,98,0,11,0
Class_2,Class_2_23.csv,99,0,12,0
Class_2,Class_2_24.csv,0,1,13,1
Class_2,Class_2_24.csv,1,1,12,1
Class_2,Class_2_24.csv,2,2,10,1
Class_2,Class_2_24.csv,3,1,10,0
Class_2,Class_2_24.csv,4,2,15,3
Class_2,Class_2_24.csv,5,0,11,0
Class_2,Class_2_24.csv,6,0,12,0
Class_2,Class_2_24.csv,7,1,12,0
Class_2,Class_2_24.csv,8,0,11,0
Class_2,Class_2_24.csv,9,0,14,3
Class_2,Class_2_24.csv,10,0,13,0
Class_2,Class_2_24.csv,11,0,12,0
Class_2,Class_2_24.csv,12,3,12,3
Class_2,Class_2_24.csv,13,1,10,1
Class_2,Class_2_24.csv,14,0,12,1
Class_2,Class_2_24.csv,15,2,14,2
Class_2,Class_2_24.csv,16,1,12,0
Class_2,Class_2_24.csv,17,2,11,1
Class_2,Class_2_24.csv,18,0,10,1
Class_2,Class_2_24.csv,19,0,10,2
Class_2,Class_2_24.csv,20,0,15,0
Class_2,Class_2_24.csv,21,0,12,0
Class_2,Class_2_24.csv,22,5,15,5
Class_2,Class_2_24.csv,23,1,11,1
Class_2,Class_2_24.csv,24,1,13,2
Class_2,Class_2_24.csv,25,0,11,1
Class_2,Class_2_24.csv,26,3,10,2
Class_2,Class_2_24.csv,27,3,9,2
Class_2,Class_2_24.csv,28,6,10,6
Class_2,Class_2_24.csv,29,2,6,2
Class_2,Class_2_24.csv,30,0,15,0
Class_2,Class_2_24.csv,31,0,11,0
Class_2,Class_2_24.csv,32,3,14,3
Class_2,Class_2_24.csv,33,0,10,0
Class_2,Class_2_24.csv,34,3,14,4
Class_2,Class_2_24.csv,35,0,9,0
Class_2,Class_2_24.csv,36,4,11,2
Class_2,Class_2_24.csv,37,2,8,1
Class_2,Class_2_24.csv,38,10,14,9
Class_2,Class_2_24.csv,39,5,9,6
Class_2,Class_2_24.csv,40,0,14,1
Class_2,Class_2_24.csv,41,0,13,1
Class_2,Class_2_24.csv,42,0,11,0
Class_2,Class_2_24.csv,43,1,11,1
Class_2,Class_2_24.csv,44,1,13,2
Class_2,Class_2_24.csv,45,2,14,3
Class_2,Class_2_24.csv,46,3,13,2
Class_2,Class_2_24.csv,47,1,11,0
Class_2,Class_2_24.csv,48,2,12,2
Class_2,Class_2_24.csv,49,1,12,2
Class_2,Class_2_24.csv,50,0,13,0
Class_2,Class_2_24.csv,51,0,12,0
Class_2,Class_2_24.csv,52,0,10,0
Class_2,Class_2_24.csv,53,0,11,1
Class_2,Class_2_24.csv,54,0,10,0
Class_2,Class_2_24.csv,55,1,13,2
Class_2,Class_2_24.csv,56,0,11,0
Class_2,Class_2_24.csv,57,1,13,0
Class_2,Class_2_24.csv,58,0,12,0
Class_2,Class_2_24.csv,59,0,13,1
Class_2,Class_2_24.csv,60,0,14,1
Class_2,Class_2_24.csv,61,0,13,0
Class_2,Class_2_24.csv,62,2,13,2
Class_2,Class_2_24.csv,63,2,13,2
Class_2,Class_2_24.csv,64,1,12,2
Class_2,Class_2_24.csv,65,0,11,0
Class_2,Class_2_24.csv,66,1,13,1
Class_2,Class_2_24.csv,67,1,13,1
Class_2,Class_2_24.csv,68,0,12,0
Class_2,Class_2_24.csv,69,0,11,0
Class_2,Class_2_24.csv,70,0,11,0
Class_2,Class_2_24.csv,71,0,12,0
Class_2,Class_2_24.csv,72,0,12,0
Class_2,Class_2_24.csv,73,1,12,2
Class_2,Class_2_24.csv,74,3,13,3
Class_2,Class_2_24.csv,75,1,12,1
Class_2,Class_2_24.csv,76,6,15,5
Class_2,Class_2_24.csv,77,0,10,0
Class_2,Class_2_24.csv,78,2,14,1
Class_2,Class_2_24.csv,79,1,13,1
Class_2,Class_2_24.csv,80,0,14,1
Class_2,Class_2_24.csv,81,0,12,0
Class_2,Class_2_24.csv,82,1,13,1
Class_2,Class_2_24.csv,83,1,12,1
Class_2,Class_2_24.csv,84,0,10,1
Class_2,Class_2_24.csv,85,1,11,1
Class_2,Class_2_24.csv,86,1,13,1
Class_2,Class_2_24.csv,87,1,13,0
Class_2,Class_2_24.csv,88,1,13,0
Class_2,Class_2_24.csv,89,1,13,1
Class_2,Class_2_24.csv,90,0,14,1
Class_2,Class_2_24.csv,91,0,12,0
Class_2,Class_2_24.csv,92,0,12,0
Class_2,Class_2_24.csv,93,1,12,1
Class_2,Class_2_24.csv,94,0,10,1
Class_2,Class_2_24.csv,95,1,11,1
Class_2,Class_2_24.csv,96,0,12,0
Class_2,Class_2_24.csv,97,0,12,0
Class_2,Class_2_24.csv,98,0,11,0
Class_2,Class_2_24.csv,99,0,11,0
Class_2,Class_2_25.csv,0,1,14,0
Class_2,Class_2_25.csv,1,0,13,0
Class_2,Class_2_25.csv,2,0,13,0
Class_2,Class_2_25.csv,3,0,13,0
Class_2,Class_2_25.csv,4,0,11,0
Class_2,Class_2_25.csv,5,1,12,1
Class_2,Class_2_25.csv,6,0,11,0
Class_2,Class_2_25.csv,7,2,14,2
Class_2,Class_2_25.csv,8,1,12,1
Class_2,Class_2_25.csv,9,2,12,1
Class_2,Class_2_25.csv,10,0,13,0
Class_2,Class_2_25.csv,11,1,14,1
Class_2,Class_2_25.csv,12,2,15,2
Class_2,Class_2_25.csv,13,4,15,4
Class_2,Class_2_25.csv,14,0,11,0
Class_2,Class_2_25.csv,15,1,11,0
Class_2,Class_2_25.csv,16,0,9,0
Class_2,Class_2_25.csv,17,2,13,2
Class_2,Class_2_25.csv,18,0,10,0
Class_2,Class_2_25.csv,19,0,10,0
Class_2,Class_2_25.csv,20,1,14,0
Class_2,Class_2_25.csv,21,1,13,0
Class_2,Class_2_25.csv,22,0,11,0
Class_2,Class_2_25.csv,23,4,15,3
Class_2,Class_2_25.csv,24,1,13,1
Class_2,Class_2_25.csv,25,3,14,3
Class_2,Class_2_25.csv,26,0,10,0
Class_2,Class_2_25.csv,27,0,11,0
Class_2,Class_2_25.csv,28,0,11,0
Class_2,Class_2_25.csv,29,0,11,0
Class_2,Class_2_25.csv,30,2,14,1
Class_2,Class_2_25.csv,31,2,13,1
Class_2,Class_2_25.csv,32,1,12,0
Class_2,Class_2_25.csv,33,2,13,1
Class_2,Class_2_25.csv,34,1,12,1
Class_2,Class_2_25.csv,35,1,12,1
Class_2,Class_2_25.csv,36,1,10,0
Class_2,Class_2_25.csv,37,0,10,0
Class_2,Class_2_25.csv,38,0,12,0
Class_2,Class_2_25.csv,39,0,12,0
Class_2,Class_2_25.csv,40,0,12,0
Class_2,Class_2_25.csv,41,1,12,0
Class_2,Class_2_25.csv,42,1,11,0
Class_2,Class_2_25.csv,43,0,11,0
Class_2,Class_2_25.csv,44,0,10,0
Class_2,Class_2_25.csv,45,0,10,0
Class_2,Class_2_25.csv,46,1,10,0
Class_2,Class_2_25.csv,47,0,10,0
Class_2,Class_2_25.csv,48,1,13,1
Class_2,Class_2_25.csv,49,1,14,1
Class_2,Class_2_25.csv,50,0,11,0
Class_2,Class_2_25.csv,51,1,12,0
Class_2,Class_2_25.csv,52,0,11,0
Class_2,Class_2_25.csv,53,1,11,0
Class_2,Class_2_25.csv,54,1,11,0
Class_2,Class_2_25.csv,55,3,14,3
Class_2,Class_2_25.csv,56,3,13,2
Class_2,Class_2_25.csv,57,2,12,1
Class_2,Class_2_25.csv,58,0,11,0
Class_2,Class_2_25.csv,59,0,12,0
Class_2,Class_2_25.csv,60,0,11,0
Class_2,Class_2_25.csv,61,0,11,0
Class_2,Class_2_25.csv,62,2,12,1
Class_2,Class_2_25.csv,63,1,11,0
Class_2,Class_2_25.csv,64,1,10,0
Class_2,Class_2_25.csv,65,1,11,0
Class_2,Class_2_25.csv,66,0,11,0
Class_2,Class_2_25.csv,67,1,12,1
Class_2,Class_2_25.csv,68,0,11,0
Class_2,Class_2_25.csv,69,0,12,0
Class_2,Class_2_25.csv,70,2,13,1
Class_2,Class_2_25.csv,71,0,11,0
Class_2,Class_2_25.csv,72,4,15,4
Class_2,Class_2_25.csv,73,1,11,0
Class_2,Class_2_25.csv,74,3,12,2
Class_2,Class_2_25.csv,75,0,10,0
Class_2,Class_2_25.csv,76,1,12,1
Class_2,Class_2_25.csv,77,2,13,2
Class_2,Class_2_25.csv,78,2,13,1
Class_2,Class_2_25.csv,79,2,13,1
Class_2,Class_2_25.csv,80,0,12,0
Class_2,Class_2_25.csv,81,1,13,0
Class_2,Class_2_25.csv,82,0,11,0
Class_2,Class_2_25.csv,83,0,11,0
Class_2,Class_2_25.csv,84,0,10,0
Class_2,Class_2_25.csv,85,0,11,0
Class_2,Class_2_25.csv,86,2,13,2
Class_2,Class_2_25.csv,87,0,11,0
Class_2,Class_2_25.csv,88,1,12,1
Class_2,Class_2_25.csv,89,1,11,0
Class_2,Class_2_25.csv,90,0,11,0
Class_2,Class_2_25.csv,91,2,14,2
Class_2,Class_2_25.csv,92,1,13,1
Class_2,Class_2_25.csv,93,2,13,2
Class_2,Class_2_25.csv,94,0,6,0
Class_2,Class_2_25.csv,95,0,10,0
Class_2,Class_2_25.csv,96,0,11,0
Class_2,Class_2_25.csv,97,2,13,2
Class_2,Class_2_25.csv,98,0,11,0
Class_2,Class_2_25.csv,99,2,13,1
Class_2,Class_2_26.csv,0,1,13,1
Class_2,Class_2_26.csv,1,0,10,0
Class_2,Class_2_26.csv,2,1,12,1
Class_2,Class_2_26.csv,3,1,12,1
Class_2,Class_2_26.csv,4,0,12,0
Class_2,Class_2_26.csv,5,0,11,0
Class_2,Class_2_26.csv,6,0,12,0
Class_2,Class_2_26.csv,7,2,14,2
Class_2,Class_2_26.csv,8,0,11,0
Class_2,Class_2_26.csv,9,0,11,0
Class_2,Class_2_26.csv,10,0,10,0
Class_2,Class_2_26.csv,11,1,13,1
Class_2,Class_2_26.csv,12,1,13,1
Class_2,Class_2_26.csv,13,0,11,0
Class_2,Class_2_26.csv,14,0,11,0
Class_2,Class_2_26.csv,15,0,11,0
Class_2,Class_2_26.csv,16,2,14,2
Class_2,Class_2_26.csv,17,0,10,0
Class_2,Class_2_26.csv,18,2,14,1
Class_2,Class_2_26.csv,19,2,14,1
Class_2,Class_2_26.csv,20,2,13,2
Class_2,Class_2_26.csv,21,0,10,0
Class_2,Class_2_26.csv,22,1,12,1
Class_2,Class_2_26.csv,23,0,12,0
Class_2,Class_2_26.csv,24,2,14,2
Class_2,Class_2_26.csv,25,0,10,0
Class_2,Class_2_26.csv,26,1,13,1
Class_2,Class_2_26.csv,27,1,13,1
Class_2,Class_2_26.csv,28,0,12,0
Class_2,Class_2_26.csv,29,0,12,0
Class_2,Class_2_26.csv,30,0,10,0
Class_2,Class_2_26.csv,31,0,12,1
Class_2,Class_2_26.csv,32,2,14,2
Class_2,Class_2_26.csv,33,0,11,0
Class_2,Class_2_26.csv,34,0,11,0
Class_2,Class_2_26.csv,35,1,13,1
Class_2,Class_2_26.csv,36,1,13,1
Class_2,Class_2_26.csv,37,0,12,0
Class_2,Class_2_26.csv,38,1,13,1
Class_2,Class_2_26.csv,39,1,14,1
Class_2,Class_2_26.csv,40,1,12,1
Class_2,Class_2_26.csv,41,1,12,1
Class_2,Class_2_26.csv,42,0,11,0
Class_2,Class_2_26.csv,43,0,11,0
Class_2,Class_2_26.csv,44,2,13,2
Class_2,Class_2_26.csv,45,0,10,0
Class_2,Class_2_26.csv,46,1,13,1
Class_2,Class_2_26.csv,47,0,12,0
Class_2,Class_2_26.csv,48,0,11,0
Class_2,Class_2_26.csv,49,0,11,0
Class_2,Class_2_26.csv,50,0,11,0
Class_2,Class_2_26.csv,51,1,12,1
Class_2,Class_2_26.csv,52,3,14,2
Class_2,Class_2_26.csv,53,0,9,0
Class_2,Class_2_26.csv,54,0,11,0
Class_2,Class_2_26.csv,55,0,10,0
Class_2,Class_2_26.csv,56,1,12,0
Class_2,Class_2_26.csv,57,0,12,0
Class_2,Class_2_26.csv,58,0,12,0
Class_2,Class_2_26.csv,59,0,12,0
Class_2,Class_2_26.csv,60,2,13,2
Class_2,Class_2_26.csv,61,0,11,0
Class_2,Class_2_26.csv,62,1,11,0
Class_2,Class_2_26.csv,63,3,13,2
Class_2,Class_2_26.csv,64,2,13,2
Class_2,Class_2_26.csv,65,7,15,7
Class_2,Class_2_26.csv,66,0,11,0
Class_2,Class_2_26.csv,67,1,13,1
Class_2,Class_2_26.csv,68,0,11,0
Class_2,Class_2_26.csv,69,0,12,0
Class_2,Class_2_26.csv,70,1,12,1
Class_2,Class_2_26.csv,71,0,9,0
Class_2,Class_2_26.csv,72,1,11,0
Class_2,Class_2_26.csv,73,1,12,1
Class_2,Class_2_26.csv,74,1,12,1
Class_2,Class_2_26.csv,75,0,10,0
Class_2,Class_2_26.csv,76,0,11,0
Class_2,Class_2_26.csv,77,6,15,5
Class_2,Class_2_26.csv,78,0,12,0
Class_2,Class_2_26.csv,79,1,13,0
Class_2,Class_2_26.csv,80,0,10,0
Class_2,Class_2_26.csv,81,2,12,1
Class_2,Class_2_26.csv,82,2,13,2
Class_2,Class_2_26.csv,83,3,13,2
Class_2,Class_2_26.csv,84,0,11,0
Class_2,Class_2_26.csv,85,0,11,0
Class_2,Class_2_26.csv,86,1,13,1
Class_2,Class_2_26.csv,87,1,13,1
Class_2,Class_2_26.csv,88,0,12,0
Class_2,Class_2_26.csv,89,0,12,0
Class_2,Class_2_26.csv,90,1,11,1
Class_2,Class_2_26.csv,91,1,12,1
Class_2,Class_2_26.csv,92,6,15,6
Class_2,Class_2_26.csv,93,1,12,0
Class_2,Class_2_26.csv,94,0,11,0
Class_2,Class_2_26.csv,95,0,10,0
Class_2,Class_2_26.csv,96,0,12,0
Class_2,Class_2_26.csv,97,0,11,0
Class_2,Class_2_26.csv,98,0,12,0
Class_2,Class_2_26.csv,99,0,13,0
Class_2,Class_2_27.csv,0,1,9,3
Class_2,Class_2_27.csv,1,2,11,3
Class_2,Class_2_27.csv,2,0,11,1
Class_2,Class_2_27.csv,3,1,14,2
Class_2,Class_2_27.csv,4,0,11,0
Class_2,Class_2_27.csv,5,1,12,0
Class_2,Class_2_27.csv,6,1,11,0
Class_2,Class_2_27.csv,7,2,13,0
Class_2,Class_2_27.csv,8,1,13,0
Class_2,Class_2_27.csv,9,1,13,0
Class_2,Class_2_27.csv,10,3,11,4
Class_2,Class_2_27.csv,11,1,11,2
Class_2,Class_2_27.csv,12,2,13,3
Class_2,Class_2_27.csv,13,0,10,0
Class_2,Class_2_27.csv,14,1,13,1
Class_2,Class_2_27.csv,15,2,13,1
Class_2,Class_2_27.csv,16,0,10,0
Class_2,Class_2_27.csv,17,0,10,0
Class_2,Class_2_27.csv,18,1,12,0
Class_2,Class_2_27.csv,19,1,12,0
Class_2,Class_2_27.csv,20,2,11,3
Class_2,Class_2_27.csv,21,2,12,3
Class_2,Class_2_27.csv,22,2,13,2
Class_2,Class_2_27.csv,23,2,13,1
Class_2,Class_2_27.csv,24,0,10,0
Class_2,Class_2_27.csv,25,0,10,0
Class_2,Class_2_27.csv,26,0,10,0
Class_2,Class_2_27.csv,27,3,12,2
Class_2,Class_2_27.csv,28,5,13,4
Class_2,Class_2_27.csv,29,6,14,5
Class_2,Class_2_27.csv,30,0,11,1
Class_2,Class_2_27.csv,31,0,9,0
Class_2,Class_2_27.csv,32,0,9,0
Class_2,Class_2_27.csv,33,2,13,1
Class_2,Class_2_27.csv,34,1,13,1
Class_2,Class_2_27.csv,35,1,12,0
Class_2,Class_2_27.csv,36,2,13,1
Class_2,Class_2_27.csv,37,2,12,1
Class_2,Class_2_27.csv,38,0,9,0
Class_2,Class_2_27.csv,39,2,10,2
Class_2,Class_2_27.csv,40,2,13,4
Class_2,Class_2_27.csv,41,0,12,2
Class_2,Class_2_27.csv,42,0,13,2
Class_2,Class_2_27.csv,43,0,12,0
Class_2,Class_2_27.csv,44,0,13,0
Class_2,Class_2_27.csv,45,2,15,2
Class_2,Class_2_27.csv,46,0,12,0
Class_2,Class_2_27.csv,47,2,13,2
Class_2,Class_2_27.csv,48,1,12,1
Class_2,Class_2_27.csv,49,2,13,2
Class_2,Class_2_27.csv,50,0,9,0
Class_2,Class_2_27.csv,51,1,13,3
Class_2,Class_2_27.csv,52,0,13,3
Class_2,Class_2_27.csv,53,0,12,1
Class_2,Class_2_27.csv,54,1,14,2
Class_2,Class_2_27.csv,55,1,14,1
Class_2,Class_2_27.csv,56,2,13,1
Class_2,Class_2_27.csv,57,9,15,8
Class_2,Class_2_27.csv,58,1,12,1
Class_2,Class_2_27.csv,59,0,11,1
Class_2,Class_2_27.csv,60,0,10,0
Class_2,Class_2_27.csv,61,0,11,0
Class_2,Class_2_27.csv,62,0,10,0
Class_2,Class_2_27.csv,63,0,10,0
Class_2,Class_2_27.csv,64,6,15,6
Class_2,Class_2_27.csv,65,1,13,1
Class_2,Class_2_27.csv,66,2,12,1
Class_2,Class_2_27.csv,67,3,12,2
Class_2,Class_2_27.csv,68,4,12,5
Class_2,Class_2_27.csv,69,1,9,2
Class_2,Class_2_27.csv,70,2,14,2
Class_2,Class_2_27.csv,71,1,12,1
Class_2,Class_2_27.csv,72,2,12,3
Class_2,Class_2_27.csv,73,2,12,2
Class_2,Class_2_27.csv,74,0,11,0
Class_2,Class_2_27.csv,75,2,13,1
Class_2,Class_2_27.csv,76,0,10,0
Class_2,Class_2_27.csv,77,0,9,0
Class_2,Class_2_27.csv,78,3,11,4
Class_2,Class_2_27.csv,79,0,6,0
Class_2,Class_2_27.csv,80,0,12,0
Class_2,Class_2_27.csv,81,1,12,1
Class_2,Class_2_27.csv,82,2,9,1
Class_2,Class_2_27.csv,83,3,10,2
Class_2,Class_2_27.csv,84,2,12,1
Class_2,Class_2_27.csv,85,0,12,0
Class_2,Class_2_27.csv,86,1,12,1
Class_2,Class_2_27.csv,87,1,11,1
Class_2,Class_2_27.csv,88,0,7,0
Class_2,Class_2_27.csv,89,2,10,2
Class_2,Class_2_27.csv,90,0,12,0
Class_2,Class_2_27.csv,91,1,11,1
Class_2,Class_2_27.csv,92,1,8,0
Class_2,Class_2_27.csv,93,2,8,1
Class_2,Class_2_27.csv,94,1,11,0
Class_2,Class_2_27.csv,95,0,11,0
Class_2,Class_2_27.csv,96,0,12,0
Class_2,Class_2_27.csv,97,0,11,0
Class_2,Class_2_27.csv,98,0,10,0
Class_2,Class_2_27.csv,99,2,10,2
Class_2,Class_2_28.csv,0,2,13,0
Class_2,Class_2_28.csv,1,0,12,0
Class_2,Class_2_28.csv,2,0,11,0
Class_2,Class_2_28.csv,3,1,13,3
Class_2,Class_2_28.csv,4,3,11,3
Class_2,Class_2_28.csv,5,2,9,0
Class_2,Class_2_28.csv,6,2,11,0
Class_2,Class_2_28.csv,7,2,11,0
Class_2,Class_2_28.csv,8,0,7,0
Class_2,Class_2_28.csv,9,1,9,3
Class_2,Class_2_28.csv,10,0,11,0
Class_2,Class_2_28.csv,11,0,12,0
Class_2,Class_2_28.csv,12,0,11,1
Class_2,Class_2_28.csv,13,0,12,2
Class_2,Class_2_28.csv,14,3,12,3
Class_2,Class_2_28.csv,15,6,14,4
Class_2,Class_2_28.csv,16,1,10,0
Class_2,Class_2_28.csv,17,2,11,0
Class_2,Class_2_28.csv,18,2,11,3
Class_2,Class_2_28.csv,19,3,12,4
Class_2,Class_2_28.csv,20,0,10,0
Class_2,Class_2_28.csv,21,3,14,2
Class_2,Class_2_28.csv,22,0,10,2
Class_2,Class_2_28.csv,23,2,12,4
Class_2,Class_2_28.csv,24,0,12,0
Class_2,Class_2_28.csv,25,3,13,2
Class_2,Class_2_28.csv,26,5,12,3
Class_2,Class_2_28.csv,27,1,8,1
Class_2,Class_2_28.csv,28,1,11,2
